License Number,License Type,Legal Business Name,D.B.A. (Doing Business As),Business Type,Medical Cannabis Retail,Social Equity Classified,Retail Site Address,Site Contact,Email,Local Authority,City,County,Site License Issued Date,License Expiration Date
MICRO-L24-000066,Microbusiness,St Paul Cannabis Co LLC,st paul cannabis,Retail,No,Yes,"193 N Snelling Avenue, Saint Paul, MN 55104",David Mendolia,buds@stpcannabis.com,City of Saint Paul,Saint Paul,Ramsey,11/17/2025,11/17/2026
MICRO-L25-000414,Microbusiness,MN Grass Hero LLC,MN Grass Hero LLC,Retail,No,No,"1331 NW 105th Street, Rice, MN 56367",Justin DeMarais,mngrasshero@yahoo.com,Benton County,Rice,Benton,11/17/2025,11/17/2027
MICRO-L25-000565,Microbusiness,BlooMN Inc,BlooMN Inc,Retail,Yes,Yes,"2518 Central Avenue NE, Minneapolis, MN 55418",Joseph Jensen,joe.jensenmn@gmail.com,City of Minneapolis,Minneapolis,Hennepin,11/17/2025,11/17/2026
MICRO-L25-000648,Microbusiness,Strains LLC,Strains of the Earth,Retail,No,No,"415 S Broadway Street, Jordan, MN 55352",Jim Cramond Jr,jim@strainsllc.com,City of Jordan,Jordan,Scott,11/17/2025,11/17/2026
MICRO-L25-001058,Microbusiness,Precision Processing LLC,Rogue Gardener - Chaska Creek Cannabis,Retail,No,No,"722 N Chestnut Street, Chaska, MN 55318",Koy Payne,koypayne@gmail.com,City of Chaska,Chaska,Carver,11/14/2025,11/14/2026
MICRO-L25-000519,Microbusiness,Green Tribe Movement LLC,Green Tribe Movement LLC,Retail,Yes,No,"7145 S France Avenue, Edina, MN 55435",Emma Chenoweth,emma@myappmgmt.com,City of Edina,Edina,Hennepin,11/6/2025,11/6/2026
CUL-L24-000028,Cultivator,LeafRV Ventures LLC,LeafRV Ventures LLC,Cultivation,N/A,Yes,N/A,Jamielee Maturi,jamielee@mntechnology.net,City of Cohasset,Cohasset,Itasca,11/4/2025,11/4/2026
MICRO-L25-000945,Microbusiness,Aurora Cannabis LLC,Aurora Cannabis LLC,Retail/Cultivation,No,No,"16535 SE Anna Trail, Prior Lake, MN 55372",Randon Beuc,randy@auroracannabismn.com,City of Prior Lake,Prior Lake,Scott,10/31/2025,10/31/2026
MICRO-L25-001116,Microbusiness,BLPCO LLC,LOTW Dispensary,Retail,No,No,"418 State Avenue, Suite# B Warroad, MN 56763",Brittney Peterson,BLPeterson90@gmail.com,City of Warroad,Warroad,Roseau,10/31/2025,10/31/2026
MICRO-L25-000747,Microbusiness,Kingpin Cullen LLC,Hopkins Dispensary,Retail/Manufacturing,No,Yes,"415 17th Avenue, Hopkins, MN 55343",Travis Cullen,travcullen@gmail.com,City of Hopkins,Hopkins,Hennepin,10/30/2025,10/30/2026
MICRO-L25-001163,Microbusiness,Single Source Brands LLC,Splitrock Farms Dispensary,Retail,No,No,"11991 Business Park Boulevard, Champlin, MN 55316",Deren Fisk-Hummelsund,singlesourcebrands@gmail.com,City of Champlin,Champlin,Hennepin,10/30/2025,10/30/2026
MICRO-L25-001206,Microbusiness,GoldenEye LLC,Fullmelt Factory,Retail,No,No,"13777 N Grove Drive, Maple Grove, MN 55311",Kevin Lindau,contact@heavenboundenterprises.org,City of Maple Grove,Maple Grove,Hennepin,10/30/2025,10/30/2026
MICRO-L24-000350,Microbusiness,Stozopoulos Holdings Inc,Coastless,Retail,No,Yes,"1202 S Kniss Avenue, Luverne, MN 56156",Dylan Stokes,Dylanlstokes11@gmail.com,City of Luverne,Luverne,Rock,10/29/2025,10/29/2026
MEZZO-L24-000306,Mezzobusiness,Medicine Lake Enterprises Inc.,Legacy Cannabis,Retail,No,Yes,"9891 Hudson Place, Woodbury, MN 55125",Josh Wilken-Simon,jwilkensimon01@gmail.com,City of Woodbury,Woodbury,Washington,10/28/2025,10/28/2026
MICRO-L24-000346,Microbusiness,Tranquil Gardens Dispensary LLC,Tranquil Gardens Dispensary,Retail,Yes,Yes,"79 W 3rd Street, Unit# 79 Winona, MN 55987",Robert Bouher,sandrarolph@msn.com,City of Winona,Winona,Winona,10/28/2025,10/28/2026
MICRO-L25-000821,Microbusiness,Green Canopy Inc,Green Canopy Inc,Retail,No,No,"177 S Saint Croix Trail, Lakeland Shores, MN 55043",Canaan Martin,"michelle@greencanopymn.com
canaan@greencanopymn.com",City of Lakeland Shores,Lakeland Shores,Washington,10/28/2025,10/28/2026
MICRO-L24-000019,Microbusiness,Aeroflower LLC,Aeroflower LLC,Retail/Cultivation,No,Yes,"208 S Sewell Street, Welcome, MN 56181",David Hanson,aeroflower420@gmail.com,City of Welcome,Welcome,Martin,10/24/2025,10/24/2026
MICRO-L24-000367,Microbusiness,Wright Way Farms,Wright Way Farms,Cultivation,N/A,Yes,N/A,Ryan Wright,hcwo2@msn.com,Hubbard County,Laporte,Hubbard,10/24/2025,10/24/2026
MICRO-L25-000627,Microbusiness,The Treehouse MN LLC,The Treehouse MN LLC,Retail,No,No,"212 N 2nd Street, Suite# 103 Minneapolis, MN 55401",John Stevenson,jdstevenson17@gmail.com,City of Minneapolis,Minneapolis,Hennepin,10/24/2025,10/24/2026
MICRO-L25-000883,Microbusiness,Minne Organix LLC,Minne Organix,Retail,No,No,"1900 80th Street, Victoria, MN 55386",Shayne Dauenhauer,"mike@minneorganix.com
shayne@minneorganix.com",City of Victoria,Victoria,Carver,10/24/2025,10/24/2027
MICRO-L25-000395,Microbusiness,Frostbite Cannabis Inc.,Frostbite Dispensary,Retail,No,No,"2218 County Road D W, Suite# 200 Roseville, MN 55112",Jacob Affeldt,info@frostbitecannabis.com,City of Roseville,Roseville,Ramsey,10/23/2025,10/23/2027
DIS-L24-000062,Retail,OUIDHAUS LLC,OUIDHAUS LLC,Retail,Yes,Yes,"1570 61 US-14, La Crescent, MN 55947",Pamela Kapple,pamelakapple@mncanna.org,Houston  County,La Crescent,Houston,10/22/2025,10/22/2026
MICRO-L24-000395,Microbusiness,Grounded Gardens LLC,Grounded Gardens LLC,Retail/Manufacturing,No,Yes,"45 N Main Street, Hutchinson, MN 55350",Bridgette Bethke Pinder,bridgettebethke@gmail.com,City of Hutchinson,Hutchinson,McLeod,10/21/2025,10/21/2026
DIS-L24-000083,Retail,Bread V Butter LLC,Bloom Wellness Dispensary St. Paul,Retail,Yes,Yes,"550 Vandalia Street, Suite# 175 Saint Paul, MN 55114",Christian Blume,brendan97w11@gmail.com,City of Saint Paul,Saint Paul,Ramsey,10/15/2025,10/15/2026
MICRO-L24-000248,Microbusiness,Lifted North LLC,Lifted North LLC,Cultivation/Manufacturing,N/A,Yes,N/A,Jason Taly,talydesignconcepts@gmail.com,City of Duluth,Duluth,Saint Louis,10/15/2025,10/15/2027
MICRO-L25-001117,Microbusiness,ATG TV LLC,Winona Dispensary,Retail,Yes,No,"173 E 2nd Street, Winona, MN 55987",Alexander Denning,thealexanderdenning@gmail.com,City of Winona,Winona,Winona,10/15/2025,10/15/2026
MICRO-L25-001271,Microbusiness,SparkyMN LLC,Sparky Cannabis Co,Retail,No,Yes,"1400 Madison Avenue, Suite# 730 Mankato, MN 56001",Duane  Tarjeson,sparky30@hickorytech.net,City of Mankato,Mankato,Blue Earth,10/10/2025,10/10/2026
MICRO-L25-000612,Microbusiness,TTG Naturals LLC,Wildflower Northeast,Retail,No,No,"326 SE Central, Minneapolis, MN 55414",Thomas Schmidt,tom@tomthegreat.com,City of Minneapolis,Minneapolis,Hennepin,10/9/2025,10/9/2026
MICRO-L25-000793,Microbusiness,Happy Sage Blessings LLC,Happy Sage Blessings LLC,Retail,No,Yes,"4221 Clearwater Road, Suite# 105 Saint Cloud, MN 56301",Kara Cinq-Mars,kara@myappmgmt.com,City of Saint Cloud,Saint Cloud,Stearns,10/9/2025,10/9/2026
MICRO-L25-001577,Microbusiness,Lucid Leaf LLC,Blaine Dispensary,Retail,No,No,"1536 NE 125th Avenue, Blaine, MN 55449",Zean Abdallah,shark5tobacco@gmail.com,City of Blaine,Blaine,Anoka,10/9/2025,10/9/2026
MICRO-L24-000232,Microbusiness,J&B Living LLC,Healing Harvest,Retail,No,Yes,"1123 S Minnesota Avenue, Suite# B Saint Peter, MN 56082",Brittany Brown,bbrown@healingharvestmn.com,City of Saint Peter,Saint Peter,Nicollet,10/8/2025,10/8/2027
MICRO-L25-000436,Microbusiness,Higher Place LLC,"higherplace, HPC, higherplace cannabis co",Retail,No,No,"103 W 2nd Street, Chaska, MN 55318",Boone Kneib,boone@higherplacemn.com,City of Chaska,Chaska,Carver,10/7/2025,10/7/2027
CUL-L25-000004,Cultivator,Trawa LLC,Trawa LLC,Cultivation,N/A,Yes,N/A,Colin Jones,Colin.Jones@TrawaMN.com,Pine County,Grasston,Pine,10/3/2025,10/3/2027
MICRO-L24-000063,Microbusiness,Hmp LLC,Watchtower Dispensary,Cultivation/Manufacturing,N/A,Yes,N/A,Zachary Kenning,Zak@farmhmp.com,Pine County,Pine City,Pine,10/3/2025,10/3/2026
MICRO-L24-000001,Microbusiness,Loonatixz Genetixz LLC,Loonatixz Genetixz,Cultivation,N/A,Yes,N/A,Angela Bursch,loonatixz@yahoo.com,Itasca County,Grand Rapids,Itasca,10/2/2025,10/2/2026
MICRO-L24-000001,Microbusiness,Loonatixz Genetixz LLC,Loonatixz Genetixz,Retail,No,Yes,"201 NW 4th Street, Suite# 109 Grand Rapids, MN 55744",Angela Bursch,loonatixz@yahoo.com,City of Grand Rapids,Grand Rapids,Itasca,10/2/2025,10/2/2026
MICRO-L25-000505,Microbusiness,Green Grass LLC,Green Grass LLC,Retail,No,Yes,"206 W Main Street, Luverne, MN 56156",Terry Gray,GrayTerryR@gmail.com,City of Luverne,Luverne,Rock,10/2/2025,10/2/2026
MICRO-L25-001038,Microbusiness,Lake of the Woods Cannabis Company,Lake of the Woods Cannabis Company,Retail,No,Yes,"3263 NW Fishery Road, Baudette, MN  56623",Kyle Gruis,kylegruis@gmail.com,Lake of the Woods County,Baudette,Lake of the Woods,10/2/2025,10/2/2027
MICRO-L25-001154,Microbusiness,Aficionados LLC,Aficionados,Retail,No,Yes,"2006 E Main Street, Albert Lea, MN 56007",Brenda Zamora,zamorab777@gmail.com,City of Albert Lea,Albert Lea,Freeborn,10/2/2025,10/2/2026
MICRO-L24-000329,Microbusiness,Redwood County Weed Management LLC,Redwood County Weed Management,Cultivation/Manufacturing,N/A,Yes,N/A,Shawn Weber,ocminbox@redwoodcoweed.com,Redwood County,Redwood Falls,Redwood,10/1/2025,10/1/2026
MICRO-L24-000018,Microbusiness,"Holistic Wellness Services, LLC",HWS Cannabis Company,Retail/Manufacturing,No,Yes,"499 N Arrowhead Lane, Moose Lake, MN 55767",Breana Crotteau,"nate@hwshemp.life
breana@hwshemp.life",City of Moose Lake,Moose Lake,Carlton,9/26/2025,9/26/2026
CUL-L24-000010,Cultivator,"City of Gold Botanicals, Inc",Unbound Cannabis,Cultivation,N/A,Yes,N/A,Melissa Stopka,"mstopka@enjoyunbound.com
DONNABROWER57@GMAIL.COM",City of Grand Rapids,Grand Rapids,Itasca,9/25/2025,9/25/2026
MICRO-L25-001374,Microbusiness,"Green to Go, LLC",Green 2 Go,Retail,No,Yes,"2103 Vermillion Street, Hastings, MN 55033",David Benowitz,"david@craftncrew.com
stevebenowitz@gmail.com",City of Hastings,Hastings,Dakota,9/24/2025,9/24/2027
MICRO-L25-000335,Microbusiness,Ol' Skool Edibles LLC,Ol' Skool Edibles LLC,Manufacturing,N/A,Yes,N/A,Michael Marispini,spini3235@gmail.com,City of Eden Prairie,Eden Prarie,Hennepin,9/23/2025,9/23/2027
MICRO-L25-000364,Microbusiness,A+ Organics LLC,Twin Cities Cannabis,Retail,No,Yes,"6625 S Penn Avenue, Suite# 6625 Richfield, MN 55423",Joshua Groenke,groenkejosh@gmail.com,City of Richfield,Richfield,Hennepin,9/19/2025,9/19/2027
MICRO-L25-000473,Microbusiness,Pine Mountain Ventures LLC,Pine Mountain Ventures LLC,Retail,No,No,"14203 Edgewood Drive, Baxter, MN 56425",Nick Garcia-Cartaya,nickgcartaya@gmail.com,City of Baxter,Baxter,Crow Wing,9/18/2025,9/18/2026
EVENT-25-000002,Event Organizer,Legacy Events LLC,Event Name: Legacy Cup,Event Organizer,N/A,No,N/A,Joshua Wilken-Simon,"joel@legacy-mn.com
jwilkensimon01@gmail.com",City of Minneapolis,Minneapolis,Hennepin,9/17/2025,End Date of Event: 09/28/2025
MEZZO-L24-000173,Mezzobusiness,Legit Cannabis LLC,Legit Cannabis LLC,Retail,No,Yes,"16000 S Cedar Avenue, Rosemount, MN 55068",Wael Sakallah,sakallahw@yahoo.com,City of Lakeville,Rosemount,Dakota,9/17/2025,9/17/2027
MICRO-L24-000435,Microbusiness,Litt Dispensaries LLC L.L.C,Litt Dispensaries LLC L.L.C,Retail,No,Yes,"14029 Round Lake Boulevard, Andover, MN 55304",Travis White,"littdispensaries@gmail.com
tntwhite4@gmail.com",City of Andover,Andover,Anoka,9/17/2025,9/17/2027
MICRO-L25-001612,Microbusiness,Lake Superior Dispensary LLC,Lake Superior Dispensary,Retail,No,Yes,"1019 W Central Entrance Road, Suite# D Duluth, MN 55811",Danielle Detlefsen,lakesuperiordispensary@gmail.com,City of Duluth,Duluth,Saint Louis,9/16/2025,9/16/2027
MDCMB-L25-000001,Medical Cannabis Combination Business,Leafline Labs LLC,Rise,Cultivation/Manufacturing,N/A,No,N/A,Anthony Geordiadis,minnesota.compliance@gtigrows.com,City of Cottage Grove,Cottage Grove,Washington,9/15/2025,9/15/2027
MDCMB-L25-000001,Medical Cannabis Combination Business,Leafline Labs LLC,Rise,Retail,Yes,No,"1340 Town Centre Drive, Eagan, MN 55123",Anthony Geordiadis,minnesota.compliance@gtigrows.com,City of Eagan,Eagan,Dakota,9/15/2025,9/15/2027
MDCMB-L25-000001,Medical Cannabis Combination Business,Leafline Labs LLC,Rise,Retail,Yes,No,"14091 Baxter Drive, Suite# 108 Baxter, MN 56425",Anthony Geordiadis,minnesota.compliance@gtigrows.com,City of Baxter,Baxter,Crow Wing,9/15/2025,9/15/2027
MDCMB-L25-000001,Medical Cannabis Combination Business,Leafline Labs LLC,Rise,Retail,Yes,No,"1413 S 1st Street, Wilmar, MN 56201",Anthony Geordiadis,minnesota.compliance@gtigrows.com,City of Willmar,Wilmar,Kandiyohi,9/15/2025,9/15/2027
MDCMB-L25-000001,Medical Cannabis Combination Business,Leafline Labs LLC,Rise,Retail,Yes,No,"201 Sioux Road, Suite# 100 Mankato, MN 56001",Anthony Geordiadis,minnesota.compliance@gtigrows.com,City of Mankato,Mankato,Blue Earth,9/15/2025,9/15/2027
MDCMB-L25-000001,Medical Cannabis Combination Business,Leafline Labs LLC,Rise,Retail,Yes,No,"2239 Ford Parkway, Saint Paul, MN 55116",Anthony Geordiadis,minnesota.compliance@gtigrows.com,City of Saint Paul,Saint Paul,Ramsey,9/15/2025,9/15/2027
MDCMB-L25-000001,Medical Cannabis Combination Business,Leafline Labs LLC,Rise,Retail,Yes,No,"3800 N 3rd Street, Saint Cloud, MN 56303",Anthony Geordiadis,minnesota.compliance@gtigrows.com,City of Saint Cloud,Saint Cloud,Stearns,9/15/2025,9/15/2027
MDCMB-L25-000001,Medical Cannabis Combination Business,Leafline Labs LLC,Rise,Retail,Yes,No,"7700 N 42nd Avenue, Suite# A New Hope, MN 55427",Anthony Geordiadis,minnesota.compliance@gtigrows.com,City of New Hope,New Hope,Hennepin,9/15/2025,9/15/2027
MDCMB-L25-000001,Medical Cannabis Combination Business,Leafline Labs LLC,Rise,Retail,Yes,No,"8016 Brooklyn Boulevard, Brooklyn Park, MN 55445",Anthony Geordiadis,minnesota.compliance@gtigrows.com,City of Brooklyn Park,Brooklyn Park,Hennepin,9/15/2025,9/15/2027
MDCMB-L25-000002,Medical Cannabis Combination Business,Vireo Health of Minnesota LLC,Green Goods,Cultivation/Manufacturing,N/A,No,N/A,Alexandra Breant,alexandrabreant@vireohealth.com,City of Otsego,Otsego,Wright,9/15/2025,9/15/2026
MDCMB-L25-000002,Medical Cannabis Combination Business,Vireo Health of Minnesota LLC,Green Goods,Retail,Yes,No,"104 S 7th Street, Moorhead, MN 56560",Alexandra Breant,alexandrabreant@vireohealth.com,City of Moorhead,Moorhead,Clay,9/15/2025,9/15/2026
MDCMB-L25-000002,Medical Cannabis Combination Business,Vireo Health of Minnesota LLC,Green Goods,Retail,Yes,No,"14334 Burnhaven Drive, Suite# 14334 Burnsville, MN 55306",Alexandra Breant,alexandrabreant@vireohealth.com,City of Burnsville,Burnsville,Dakota,9/15/2025,9/15/2026
MDCMB-L25-000002,Medical Cannabis Combination Business,Vireo Health of Minnesota LLC,Green Goods,Retail,Yes,No,"207 S 9th Street, Minneapolis, MN 55402",Alexandra Breant,alexandrabreant@vireohealth.com,City of Minneapolis,Minneapolis,Hennepin,9/15/2025,9/15/2026
MDCMB-L25-000002,Medical Cannabis Combination Business,Vireo Health of Minnesota LLC,Green Goods,Retail,Yes,No,"3456 E Circle Drive NE, Rochester, MN 55906",Alexandra Breant,alexandrabreant@vireohealth.com,City of Rochester,Rochester,Olmsted,9/15/2025,9/15/2026
MDCMB-L25-000002,Medical Cannabis Combination Business,Vireo Health of Minnesota LLC,Green Goods,Retail,Yes,No,"4960 Miller Trunk Highway, Suite# 300 Hermantown, MN 55811",Alexandra Breant,alexandrabreant@vireohealth.com,City of Hermantown,Hermantown,Saint Louis,9/15/2025,9/15/2026
MDCMB-L25-000002,Medical Cannabis Combination Business,Vireo Health of Minnesota LLC,Green Goods,Retail,Yes,No,"5232 W 84th Street, Bloomington, MN 55437",Alexandra Breant,alexandrabreant@vireohealth.com,City of Bloomington,Bloomington,Hennepin,9/15/2025,9/15/2026
MDCMB-L25-000002,Medical Cannabis Combination Business,Vireo Health of Minnesota LLC,Green Goods,Retail,Yes,No,"672 County Highway 10, Blaine, MN 55434",Alexandra Breant,alexandrabreant@vireohealth.com,City of Blaine,Blaine,Anoka,9/15/2025,9/15/2026
MDCMB-L25-000002,Medical Cannabis Combination Business,Vireo Health of Minnesota LLC,Green Goods,Retail,Yes,No,"800 S 30th Avenue, Moorhead, MN 56550",Alexandra Breant,alexandrabreant@vireohealth.com,City of Moorhead,Moorhead,Clay,9/15/2025,9/15/2026
MDCMB-L25-000002,Medical Cannabis Combination Business,Vireo Health of Minnesota LLC,Green Goods,Retail,Yes,No,"803 Bielenberg Drive, Unit# F5 Woodbury, MN 55125",Alexandra Breant,alexandrabreant@vireohealth.com,City of Woodbury,Woodbury,Washington,9/15/2025,9/15/2026
MICRO-L25-000398,Microbusiness,Weed World LLC,Green Leaf Depot,Retail,No,No,"4126 Egan Drive, Savage, MN 55378",Nathan Pease,"savage@gldepot.com
npease@acoustixav.com",City of Savage,Savage,Scott,9/12/2025,9/12/2027
MICRO-L25-000733,Microbusiness,Crafty Canna Mist LLC,Crafty Canna Mist LLC,Retail,No,No,"121 Sioux Road, Mankato, MN 56001",Erin Fitzgerald,erin.fitz@aol.com,City of Mankato,Mankato,Blue Earth,9/12/2025,9/12/2026
MICRO-L24-000290,Microbusiness,Dynastic DNA LLC,DNA Dispensary,Retail,No,Yes,"1559 Randolph Avenue, Saint Paul, MN 55105",Alexander Skym,dna.dispensary@gmail.com,City of Saint Paul,Saint Paul,Ramsey,9/11/2025,9/11/2027
MICRO-L25-000775,Microbusiness,Coastal Greenery LLC,Coastal Greenery LLC,Retail,No,No,"13495 S Elder Drive, Suite# 150 Baxter, MN 56425",Kevin Luers,richlue58@gmail.com,City of Baxter,Baxter,Crow Wing,9/10/2025,9/10/2027
MICRO-L25-000836,Microbusiness,KOC Industries LLC,Voyager Cannabis Co,Retail,No,Yes,"1889 Madison Avenue, Mankato, MN 56001",John Dinse,john.dinse1@gmail.com,City of Mankato,Mankato,Blue Earth,9/10/2025,9/10/2026
TF-L25-000006,Testing Facility,ChRi Laboratories Inc,ChRi Labs,Testing Facility,N/A,No,N/A,Anna Van,"henry.larmie@chrilabs.com
anna.van@chrilabs.com",City of Saint Paul,Saint Paul,Ramsey,9/10/2025,9/10/2026
MICRO-L25-000752,Microbusiness,O'Buds LLC,O'Buds,Retail,No,No,"700 E Norway Drive, Suite# 105 Annandale, MN 55302",David Miller,obudscannabis@gmail.com,City of Annandale,Annandale,Wright,9/9/2025,9/9/2026
MICRO-L24-000177,Microbusiness,Big Dream Organics LLC,Big Dream Organics,Retail,No,Yes,"1039 S Broadway Avenue, Albert Lea, MN 56007",Jerry Collins,bigdreamorganics@gmail.com,City of Albert Lea,Albert Lea,Freeborn,9/5/2025,9/5/2026
MICRO-L24-000353,Microbusiness,Green Walker Dispensary LLC,Green Walker Dispensary,Retail,No,Yes,"776 E 7th Street, Suite# 1 Saint Paul, MN 55106",Doua Lor,doualor350@hotmail.com,City of Saint Paul,Saint Paul,Ramsey,9/5/2025,9/5/2027
MICRO-L25-000772,Microbusiness,Aquapotic LLC,Aquapotic,Cultivation,N/A,No,N/A,Aaron Bode,aaronbode@aquapotic.com,Pine County,Sturgeon Lake,Pine,9/4/2025,9/4/2027
MICRO-L25-000412,Microbusiness,Danna Enterprises LLC,The Stash & Co,Retail,No,No,"1220 W 4th Street, Rush City, MN 55069",Nathaniel Peterson,thestashnco@gmail.com,City of Rush City,Rush City,Chisago,9/2/2025,9/2/2027
MICRO-L25-000543,Microbusiness,Hastings Consulting LLC,MN Roots Crosslake Dispensary,Retail,No,No,"34443 County Road 3, Crosslake, MN 56442",Julie Hastings,HastingsConsulting@libbylawoffice.com,City of Crosslake,Crosslake,Crow Wing,9/2/2025,9/2/2027
MICRO-L24-000257,Microbusiness,Sweet Leaves LLC,Sweetleaves,Retail,Yes,Yes,"905 N Washington Avenue, Minneapolis, MN 55401",Adam Hoffman,"hoffmansdavid@gmail.com
adam@sweetleavesnorthloop.com",City of Minneapolis,Minneapolis,Hennepin,8/29/2025,8/29/2027
MICRO-L25-001262,Microbusiness,The Greenest Pastures LLC,The Greenest Pastures LLC,Cultivation,N/A,No,N/A,Andrew Gruber,thegreenestpasturesllc@gmail.com,Pine County,Hinckley,Pine,8/29/2025,8/29/2027
MICRO-L25-000522,Microbusiness,Loon Leaf LLC,Loon Leaf,Retail/Manufacturing,Yes,No,"8700 NE University Avenue, Blaine, MN 55434",Fadel Sakkal,fadel@aol.com,City of Blaine,Blaine,Anoka,8/25/2025,8/25/2027
MICRO-L24-000293,Microbusiness,Green Box Cannabis LLC,Green Box Cannabis,Retail,No,Yes,"16350 Kenrick Loop, Suite# D Lakeville, MN 55044",Fong Lor,fonglor11@hotmail.com,City of Lakeville,Lakeville,Dakota,8/22/2025,8/22/2027
MICRO-L24-000401,Microbusiness,Bud Doctor LLC,Bud Doctor,Cultivation,N/A,Yes,N/A,Michael Miller,millersofmn@yahoo.com,Pine County,Sandstone,Pine,8/18/2025,8/18/2027
MICRO-L25-000401,Microbusiness,Star Spangled Farm LLC,Star Spangled Farm LLC,Cultivation,N/A,Yes,N/A,Emily Probst,emilydreis@yahoo.com,Le Sueur County,Montgomery,Le Sueur,8/18/2025,8/18/2027
MICRO-L25-000558,Microbusiness,Two Harbors Cannabis LLC,Two Harbors Cannabis,Retail,No,Yes,"629 7th Avenue, Suite# 11 Two Harbors, MN 55616",Cassidy Gow,cassidy.gow@gmail.com,City of Two Harbors,Two Harbors,Lake,8/15/2025,8/15/2027
MICRO-L24-000248,Microbusiness,Lifted North LLC,Lifted North LLC,Retail,No,Yes,"26 W 1st Street, Duluth, MN 55802",Jason Taly,talydesignconcepts@gmail.com,City of Duluth,Duluth,Saint Louis,8/13/2025,8/13/2027
MICRO-L24-000575,Microbusiness,Lucky Strains LLC,Lucky Strains Cannabis Dispensary,Retail,No,Yes,"151 NW Silver Lake Road, Suite# 114 New Brighton, MN 55112",Sarabear Kelly-Modlin,grow@luckystrains.gives,City of New Brighton,New Brighton,Ramsey,8/12/2025,8/12/2027
MICRO-L25-000439,Microbusiness,In-Dispensary LLC,In-Dispensary,Retail,Yes,No,"250 S 2nd Avenue, Suite# 245A Minneapolis, MN 55401",Mark Eide,jedi@in-dispensary.com,City of Minneapolis,Minneapolis,Hennepin,8/12/2025,8/12/2027
MICRO-L25-001290,Microbusiness,JenS Consulting LLC,Fridley Dispensary,Retail/Manufacturing,Yes,No,"7315 Highway 65 NE, Fridley, MN 55432",Jennifer Swanson,js111consulting@gmail.com,City of Fridley,Fridley,Anoka,8/12/2025,8/12/2027
MICRO-L24-000439,Microbusiness,Cloud Nine Farms LLC,Cloud Nine Farms LLC,Cultivation,N/A,Yes,N/A,"Kevin Ortenblad
Angela Richter","jasonhamstad@yahoo.com; kevinortenblad@gmail.com
accounting@hemponix.com",Kandiyohi County,New London,Kandiyohi,8/1/2025,8/1/2027
MICRO-L25-000923,Microbusiness,Black Husky LLC,Black Husky LLC,Retail,No,Yes,"2706 Ekko Avenue, Albert Lea, MN 56007",Christina Aranguiz,cristyearanguiz@gmail.com,City of Albert Lea,Albert Lea,Freeborn,7/29/2025,7/29/2027
MICRO-L24-000167,Microbusiness,Dynamic Industrial Solutions LLC,Tanker,Cultivation,N/A,Yes,N/A,Joshua Bergman,lillfarmer@gmail.com,Chisago County,Shafer,Chisago,7/24/2025,7/24/2027
MICRO-L25-000396,Microbusiness,Matchbox Farms MN LLC,The Matchbox Dispensary,Retail,No,Yes,"2316 Hendrickson Road, Albert Lea, MN 56007",Christopher Gracia Sr,cginbend@icloud.com,City of Albert Lea,Albert Lea,Freeborn,7/24/2025,7/24/2027
MICRO-L25-001289,Microbusiness,TRTHJL L.L.C.,Legacy Cannabis Duluth,Retail,No,No,"1906 W Superior Street, Duluth, MN 55806",Joel Wilken-Simon,joelwilkensimon@gmail.com,City of Duluth,Duluth,Saint Louis,7/23/2025,7/23/2027
MICRO-L24-000576,Microbusiness,Fairwater Farm LLC,Fairwater Farms LLC,Cultivation,N/A,Yes,N/A,Linda Christopherson,Lindac@sbdci.com,Winona County,Plainview,Winona,7/21/2025,7/21/2027
MICRO-L24-000036,Microbusiness,The Smoking Tree LLC,The Smoking Tree,Retail,No,Yes,"2718 Bridge Avenue, Albert Lea, MN 56007",Jacob Schlichter,slick@getslicks.com,City of Albert Lea,Albert Lea,Freeborn,7/17/2025,7/17/2027
MICRO-L25-000571,Microbusiness,Loon Labs LLC,Loon Labs,Manufacturing,N/A,No,N/A,Gabriel Hanson,gabriel@loonlabmn.com,Athens Township,Isanti,Isanti,7/17/2025,7/17/2027
MICRO-L24-000309,Microbusiness,Concentrate Labs LLC,Roots & Resin Farms,Cultivation/Manufacturing,N/A,Yes,N/A,Preston Torres,torres.n.preston@gmail.com,Chisago County,Lindstrom,Chisago,7/14/2025,7/14/2027
MICRO-L24-000376,Microbusiness,Herb-Quest LLC,Herb-Quest LLC,Cultivation,N/A,Yes,N/A,Deanna Coonradt,info@herb-quest.com,Pine County,Brook Park,Pine,6/18/2025,6/18/2027
End of worksheet,,,,,,,,,,,,,,
